"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","(ticker)","Beta"
"296","FTV",2023-05-08 16:02:13,"Fortive Corporation",66.94,22910042112,2.14,30.280375,2.320834,353550016,"USD","2022-12-31",709200000,NA,958500000,536700000,NA,2477000000,NA,583900000,293800000,15890600000,623000000,999700000,799800000,2251600000,1092300000,2727100000,6202000000,3600000,6742100000,-768600000,-325700000,9683400000,-2852500000,9048500000,3487400000,NA,3706300000,NA,5200000,"FTV","1.01613767318149"
"297","ALGN",2023-05-08 16:00:04,"Align Technology, Inc.",0,23487506432,4.2,72.87382,6.765174,76739000,"USD","2022-12-31",942050000,57534000,1000169000,338752000,16762000,2424391000,41978000,1350735000,1627572000,5947947000,127870000,NA,1455761000,NA,320368000,1925887000,2346589000,8000,2566688000,-10284000,-10284000,3601358000,3098087000,407551000,95720000,1571746000,1044946000,27400000,NA,"ALGN","1.25570197547641"
"298","CDW",2023-05-08 16:00:04,"CDW Corporation",0,22392166400,7.98,20.818296,14.040738,134787008,"USD","2022-12-31",315200000,NA,5192500000,800200000,NA,6564000000,NA,338000000,396100000,13131500000,2821300000,56300000,936800000,5866400000,539500000,4947100000,11528200000,1400000,-1763800000,-152400000,-152400000,1603300000,-4230100000,4342700000,1490700000,NA,3518100000,NA,NA,"CDW","1.11397430425398"
"299","MKC",2023-05-08 16:00:01,"McCormick & Company, Incorporat",89.6,23668871168,2.47,35.744938,4.8628554,250838000,"USD","2022-11-30",334000000,NA,573700000,1340100000,11000000,2386700000,283000000,1416900000,276900000,13124900000,1171000000,262800000,114400000,3531800000,1174900000,3432400000,8425700000,2138600000,3022500000,-480600000,-480600000,4680500000,-4080900000,5212900000,3548500000,NA,NA,NA,18700000,"MKC","0.553559886769195"
"300","HIG",2023-05-08 16:03:43,"Hartford Financial Services Gro",71,21852954624,5.8,12.144828,1.5680164,310235008,"USD","2022-12-31",229000000,3859000000,4949000000,NA,7471000000,16508000000,42100000000,927000000,9796000000,73022000000,NA,6000000,7852000000,4357000000,47040000000,7895000000,59391000000,3000000,17048000000,-5649000000,-3876000000,13297000000,10608000000,1911000000,1780000000,1449000000,1895000000,NA,NA,"HIG","1.57114494852985"
"301","DTE",2023-05-08 16:03:39,"DTE Energy Company",113.07,23290316800,5.65,20,2.1885228,206108992,"USD","2022-12-31",33000000,NA,2182000000,942000000,1023000000,4180000000,330000000,28856000000,7158000000,42683000000,1604000000,1116000000,1116000000,16862000000,10168000000,5173000000,32282000000,6651000000,3808000000,-62000000,-62000000,10397000000,8238000000,1993000000,166000000,NA,NA,4139000000,4000000,"DTE","0.693282608440309"
"302","WY",2023-05-08 16:00:01,"Weyerhaeuser Company",29.79,21785806848,1.71,17.397661,2.16285,732296000,"USD","2022-12-31",1581000000,NA,399000000,550000000,216000000,2746000000,NA,14313000000,281000000,17340000000,247000000,982000000,23000000,4071000000,684000000,1740000000,6591000000,916000000,2389000000,7444000000,7444000000,10749000000,10749000000,NA,NA,8000000,NA,NA,NA,"WY","1.27356758426874"
"303","ETR",2023-05-08 16:00:02,"Entergy Corporation",107.15,22605692928,5.48,19.509125,1.7311399,211446000,"USD","2022-12-31",224164000,NA,1495257000,1330940000,886054000,4095026000,102259000,42843529000,11177205000,58595191000,1777590000,2291849000,1084700000,23606402000,15128169000,6369447000,45310889000,2797000,10502041000,-5170748000,-191754000,12966985000,12589813000,377172000,NA,84100000,7632895000,6277482000,317317000,"ETR","0.677542225898592"
"304","DAL",2023-05-08 16:00:02,"Delta Air Lines, Inc.",34.2,21980921856,2.95,11.593221,3.5558329,642716992,"USD","2022-12-31",3266000000,3268000000,3176000000,1424000000,138000000,13011000000,2128000000,39078000000,2326000000,72288000000,5106000000,2055000000,11641000000,19326000000,12229000000,25940000000,65706000000,NA,1170000000,-6114000000,-5801000000,6582000000,-9163000000,9753000000,5992000000,325000000,11526000000,NA,NA,"DAL","1.31571216919458"
"305","ENPH",2023-05-08 16:00:04,"Enphase Energy, Inc.",0,22377914368,3.58,45.611732,23.0603,137044000,"USD","2022-12-31",473244000,1139599000,475226000,149708000,NA,2264271000,56777000,113546000,317386000,3084280000,125085000,90892000,169642000,1199465000,401946000,638219000,2258707000,1000,17335000,-10882000,-10882000,825573000,493273000,213559000,118741000,204872000,819119000,NA,NA,"ENPH","1.66344630358394"
"306","EQR",2023-05-08 16:00:02,"Equity Residential",63.76,23863435264,2.36,26.686441,2.149855,378904992,"USD","2022-12-31",53869000,NA,23144000,NA,83303000,160316000,279024000,19463293000,315629000,20218262000,96028000,NA,244621000,7295767000,375881000,554749000,8517310000,3784000,1658837000,-2547000,-2547000,11136159000,11136159000,NA,NA,NA,9476085000,NA,527513000,"EQR","1.19418922438876"
"307","FE",2023-05-08 16:03:15,"FirstEnergy Corp.",40.53,22392197120,0.71,55.05634,2.1839209,572836992,"USD","2022-12-31",160000000,NA,1571000000,421000000,96000000,2415000000,356000000,36547000000,1172000000,46108000000,1503000000,345000000,1430000000,21186000000,10057000000,3958000000,35465000000,57000000,-1199000000,-14000000,-14000000,10166000000,4548000000,5618000000,NA,NA,11322000000,33000000,477000000,"FE","0.711161758770897"
"308","CAH",2023-05-08 16:00:01,"Cardinal Health, Inc.",84.16,21680322560,1.7,49.5,-32.402775,257639008,"USD","2022-06-30",4717000000,NA,10573000000,15636000000,36000000,32935000000,NA,2818000000,496000000,43878000000,27128000000,600000000,535000000,4686000000,8911000000,30550000000,44584000000,2813000000,-280000000,-3242000000,-114000000,-709000000,-8338000000,5855000000,1774000000,36000000,NA,NA,3000000,"CAH","0.773204401790364"
"309","PPL",2023-05-08 16:00:01,"PPL Corporation",28.74,21072775168,0.98,29.17347,1.5131788,737056000,"USD","2022-12-31",356000000,NA,1598000000,443000000,335000000,2824000000,NA,30298000000,2154000000,37837000000,1201000000,355000000,1078000000,12955000000,7133000000,3789000000,23919000000,8000000,2681000000,-1091000000,-124000000,13915000000,11354000000,2248000000,313000000,6000000,12317000000,1819000000,3000000,"PPL","0.695981532340719"
"310","ALB",2023-05-08 16:00:01,"Albemarle Corporation",187.5,21810415616,23.2,8.012069,2.7283137,117299000,"USD","2022-12-31",1499142000,NA,1448584000,2076031000,6724000,5186917000,1150553000,7091170000,122385000,15456522000,2052001000,NA,255784000,3140563000,1210419000,2741015000,7265675000,1172000,5601277000,-560662000,-560662000,7982627000,6077130000,1617627000,287870000,46434000,2940840000,NA,208220000,"ALB","1.30636362534079"
"311","CLX",2023-05-08 16:00:01,"Clorox Company (The)",167.4,20671170560,0.59,283.4068,37.034332,123525000,"USD","2022-06-30",183000000,NA,681000000,755000000,7000000,1725000000,52000000,1694000000,245000000,6158000000,960000000,NA,95000000,2474000000,844000000,1784000000,5429000000,131000000,1048000000,-1825000000,-479000000,556000000,-1886000000,1558000000,884000000,NA,1202000000,NA,173000000,"CLX","0.41190601053715"
"312","HOLX",2023-05-08 16:00:04,"Hologic, Inc.",0,20488636416,3,27.699999,3.883722,246554000,"USD","2022-09-24",2339500000,NA,617600000,623700000,75400000,3862000000,12500000,550500000,129100000,9071200000,197700000,15000000,242700000,2808400000,377100000,937700000,4195000000,3000000,1600300000,-2769700000,-238200000,4876200000,359100000,3236500000,1280600000,16200000,6042600000,NA,NA,"HOLX","0.944642401511235"
"313","EXR",2023-05-08 16:01:53,"Extra Space Storage Inc",157.36,22332602368,6.34,24.760252,6.4494658,135007008,"USD","2022-12-31",92868000,NA,643986000,NA,55185000,846878000,882412000,10240937000,4846000,12167458000,171680000,NA,67352000,7331535000,144029000,276181000,8089184000,1339000,-135872000,48798000,48798000,3259597000,3067212000,170811000,21574000,NA,3345332000,4846000,818677000,"EXR","1.04322476784234"
"314","VRSN",2023-05-08 16:00:03,"VeriSign, Inc.",0,22887587840,6.41,34.30109,-14.388455,104096000,"USD","2022-12-31",373600000,606800000,8100000,NA,25700000,1038700000,NA,239200000,403000000,1733400000,9800000,NA,999800000,1787900000,389200000,1116900000,3295600000,12644500000,-14204000000,-2700000,-2700000,-1562200000,-1614700000,52500000,NA,234600000,NA,9100000,NA,"VRSN","1.03675062356298"
"315","DOV",2023-05-08 16:00:02,"Dover Corporation",146.12,20142741504,7.49,19.22964,4.69413,139851008,"USD","2022-12-31",380868000,NA,1527945000,1366608000,944000,3423465000,NA,1201883000,267942000,10896519000,1068144000,NA,348981000,2942513000,722436000,2773274000,6610153000,259644000,10223070000,-7063908000,-266223000,4286366000,-1716863000,4669494000,1333735000,35690000,867560000,NA,NA,"DOV","1.12479791703325"
"316","LVS",2023-05-08 16:00:01,"Las Vegas Sands Corp.",62.3,47537655808,-0.72,NA,11.720369,764270976,"USD","2022-12-31",6311000000,NA,267000000,28000000,NA,6744000000,NA,11474000000,3757000000,22039000000,89000000,2023000000,876000000,13934000000,377000000,3902000000,18383000000,1000000,1684000000,-4488000000,-7000000,3881000000,3817000000,NA,64000000,131000000,6684000000,60000000,-225000000,"LVS","1.5113808114034"
"317","MTB",2023-05-08 16:01:15,"M&T Bank Corporation",116.78,19531755520,12.93,8.989173,0.825046,168044000,"USD","2022-12-31",1520244000,24958719000,74000000,41375000,832250000,27577536000,25210871000,1653628000,137267617000,200729841000,163514868000,743921000,NA,3220616000,2231612000,169383861000,175411851000,89718000,15753978000,-2539197000,-788918000,23307390000,14607927000,8490089000,530100000,NA,10002891000,NA,NA,"MTB","1.1549073869474"
"318","CTRA",2023-05-08 16:02:29,"Coterra Energy Inc.",24.95,19030429696,5.22,4.7624526,1.5086782,765504000,"USD","2022-12-31",673000000,NA,1310000000,63000000,165000000,2211000000,NA,17861000000,82000000,20154000000,844000000,NA,39000000,2181000000,3812000000,1193000000,7484000000,77000000,4636000000,13000000,13000000,12659000000,12659000000,NA,NA,NA,7933000000,3000000,NA,"CTRA","1.13313076600023"
"319","INVH",2023-05-08 16:00:25,"Invitation Homes Inc.",34.92,21125033984,0.68,50.558826,2.0584362,611918016,"USD","2022-12-31",262870000,NA,54091000,NA,360580000,796734000,389964000,17071392000,20411000,18536708000,178223000,NA,NA,7769077000,227169000,205549000,8213077000,6114000,-951220000,97985000,97985000,10291342000,10033135000,258207000,NA,NA,11138463000,5850000,32289000,"INVH","0.886807583165192"
"320","LH",2023-05-08 16:00:01,"Laboratory Corporation of Ameri",226.15,19833993216,11.06,20.123869,1.9068549,88500896,"USD","2022-12-31",430000000,NA,3017400000,470600000,NA,4625000000,65700000,3031100000,365400000,20155100000,934800000,301300000,987300000,5118500000,1079300000,3078500000,10039600000,8100000,10581700000,-493200000,-493200000,10096600000,-1971300000,8121000000,3946900000,7600000,NA,NA,18900000,"LH","0.70480211247843"
"321","TTWO",2023-05-08 16:00:04,"Take-Two Interactive Software, ",0,21200762880,-2.34,NA,2.2175763,168675008,"USD","2022-03-31",1732047000,820060000,684346000,13224000,453600000,3871088000,36134000,459245000,482835000,6546219000,125882000,NA,1159833000,NA,420299000,2104964000,2736560000,1390000,2288993000,-1077929000,-57345000,3809659000,2112742000,674554000,1022363000,73801000,2597205000,NA,NA,"TTWO","0.979769638354012"
"322","XYL",2023-05-08 16:03:26,"Xylem Inc.",107.85,19387535360,2.05,52.360973,5.537556,180618000,"USD","2022-12-31",944000000,NA,1096000000,799000000,NA,3012000000,NA,940000000,351000000,7952000000,723000000,NA,619000000,1880000000,730000000,1590000000,4449000000,2000000,2292000000,-934000000,-226000000,3494000000,-155000000,2719000000,930000000,146000000,2134000000,NA,9000000,"XYL","1.06324524067701"
"323","ARE",2023-05-08 16:00:01,"Alexandria Real Estate Equities",125.61,21168263168,4.58,26.713974,1.1209652,173014000,"USD","2022-12-31",825193000,NA,1009487000,NA,81881000,1916561000,1653509000,30675411000,662280000,35523399000,389741000,30000,209131000,10159732000,1674818000,622975000,12840152000,1707000,NA,-20812000,-20812000,18972387000,18356749000,NA,615638000,NA,18991492000,548022000,3710860000,"ARE","1.15563811022936"
"324","TDY",2023-05-08 16:03:19,"Teledyne Technologies Incorpora",420.8,19451002880,15.86,26.068727,2.3246858,47045600,"USD","2023-01-01",638100000,NA,1158400000,890700000,6600000,2817900000,NA,911900000,310600000,14354000000,505700000,300100000,258700000,3620500000,911300000,1523400000,6181100000,500000,4561800000,-746500000,-726500000,8169200000,-2144400000,7873000000,2440600000,NA,4353400000,NA,3700000,"TDY","1.086788094246"
"325","CNP",2023-05-08 16:00:02,"CenterPoint Energy, Inc (Holdin",30.22,19088627712,1.26,24.007936,2.0582433,631028992,"USD","2022-12-31",74000000,542000000,1673000000,876000000,1412000000,4699000000,NA,27162000000,2353000000,38546000000,1352000000,1509000000,1577000000,14836000000,8541000000,5113000000,28504000000,6000000,709000000,-31000000,-31000000,9252000000,4920000000,4294000000,38000000,NA,8568000000,2193000000,NA,"CNP","0.806334688911084"
"326","VTR",2023-05-08 16:03:33,"Ventas, Inc.",48,18978562048,-0.1,NA,1.8675694,400054016,"USD","2022-12-31",122564000,NA,211874000,NA,93074000,427512000,742339000,20847554000,776731000,24157840000,939445000,NA,6637000,12296780000,127669000,1077993000,13671513000,99912000,-5449385000,-37336000,-36800000,10152968000,8789264000,1044415000,319289000,10490000,15539777000,NA,333359000,"VTR","1.21559527324851"
"327","COO",2023-05-08 16:03:20,"The Cooper Companies, Inc.",392.95,19095339008,7.56,51.07275,2.6002073,49455700,"USD","2022-10-31",138200000,NA,557800000,628700000,400000,1533600000,NA,1432900000,3031000000,11492300000,248800000,338000000,466700000,2347100000,686600000,1280200000,4317600000,5400000,6584900000,-1181300000,-466800000,7174500000,1679700000,3609700000,1885100000,2443100000,1765500000,NA,200000,"COO","0.848413597706957"
"328","STE",2023-05-08 16:00:01,"STERIS plc (Ireland)",192.13,18762766336,-0.28,NA,3.1109354,99284400,"USD","2022-03-31",348320000,NA,799041000,574999000,2780000,1878997000,NA,1741056000,70661000,11423594000,225737000,142875000,NA,2945481000,856198000,922222000,4878957000,4742920000,1999244000,-209808000,-209808000,6532356000,-1200524000,4404343000,3328537000,NA,NA,NA,12281000,"STE","0.851718649086107"
"329","EXPD",2023-05-08 16:00:04,"Expeditors International of Was",0,17807908864,7.66,15.215405,5.7829714,152792000,"USD","2022-12-31",2034131000,NA,2107645000,NA,376241000,4518017000,NA,1009419000,55071000,5590434000,1108996000,NA,370176000,NA,NA,2054055000,2476899000,1543000,3310892000,-202553000,-202553000,3110021000,3102094000,7927000,NA,37449000,139000,NA,3514000,"EXPD","0.981174291456097"
"330","DRI",2023-05-08 16:03:13,"Darden Restaurants, Inc.",150.39,18513025024,7.65,19.639215,8.901528,120929000,"USD","2022-05-29",420600000,NA,71400000,270600000,326900000,1179400000,NA,6821100000,218800000,10135800000,366900000,28000000,583100000,901000000,414700000,1847500000,7937600000,2226000000,-25900000,-1900000,-1900000,2198200000,281700000,1037400000,879100000,NA,NA,NA,NA,"DRI","1.06235892220736"
"331","NDAQ",2023-05-08 16:00:04,"Nasdaq, Inc.",0,26952923136,2.3,23.87826,4.362885,490767008,"USD","2022-12-31",502000000,NA,677000000,NA,7405000000,8604000000,476000000,976000000,132000000,20868000000,185000000,NA,7446000000,4735000000,682000000,8835000000,14704000000,5000000,7207000000,-2506000000,-1991000000,6151000000,-4529000000,8099000000,2581000000,3000000,1445000000,NA,13000000,"NDAQ","1.18413839378448"
"332","FICO",2023-05-08 16:03:01,"Fair Isaac Corproation",757.66,18405167104,14.57,50.542896,-23.900103,24993100,"USD","2022-09-30",133202000,NA,322410000,NA,NA,484715000,1135000,54268000,138832000,1442034000,17273000,30000000,120045000,1823669000,49661000,331459000,2243981000,252000,2958684000,-5060471000,-124702000,-801947000,-1565031000,761067000,2017000,11803000,1299588000,53000000,NA,"FICO","1.22493348403682"
"333","MPWR",2023-05-08 16:00:03,"Monolithic Power Systems, Inc.",0,19847192576,9.66,43.335403,11.818079,47411000,"USD","2022-12-31",288607000,449266000,191466000,447290000,22945000,1410619000,7111000,361445000,273139000,2058885000,61461000,NA,96778000,NA,125219000,263400000,390283000,975276000,716403000,-23077000,-23077000,1668602000,1662031000,6571000,NA,35252000,NA,NA,NA,"MPWR","1.34193080165241"
"334","BALL",2023-05-08 16:00:02,"Ball Corporation",58.2,18149419008,1.44,40.069443,5.2364097,314548000,"USD","2022-12-31",548000000,NA,2594000000,2179000000,168000000,5489000000,193000000,7487000000,1088000000,19909000000,4383000000,1001000000,890000000,7530000000,1485000000,7008000000,16382000000,1260000000,7309000000,-5108000000,-679000000,3461000000,-2191000000,4235000000,1417000000,73000000,NA,NA,66000000,"BALL","0.856792495498462"
"335","OMC",2023-05-08 16:00:01,"Omnicom Group Inc.",92.27,18351390720,6.64,13.85241,5.8882275,199515008,"USD","2022-12-31",4281800000,60700000,8097100000,1254600000,918800000,14613000000,66200000,2065100000,210500000,27002500000,11000200000,NA,3753400000,5577200000,1223400000,15052800000,22843200000,44600000,9739300000,-7102900000,-1437900000,3252100000,-6795600000,9734300000,313400000,NA,571100000,NA,907200000,"OMC","0.920364064878622"
"336","HPE",2023-05-08 16:02:32,"Hewlett Packard Enterprise Comp",14.16,18388393984,0.65,21.830769,0.919637,1295869952,"USD","2022-10-31",3240000000,NA,5101000000,5161000000,2559000000,20506000000,2335000000,2535000000,4996000000,57123000000,8717000000,3871000000,4434000000,7988000000,5158000000,23174000000,37214000000,13000000,-5350000000,-3098000000,-3098000000,19864000000,1728000000,17259000000,733000000,2127000000,28299000000,124000000,45000000,"HPE","1.15592211299985"
"337","CMS",2023-05-08 16:04:13,"CMS Energy Corporation",61.23,17846429696,2.33,26.261803,2.6033866,291656000,"USD","2022-12-31",164000000,NA,1580000000,1117000000,75000000,3433000000,71000000,22744000000,5105000000,31353000000,936000000,1090000000,266000000,13122000000,7556000000,2985000000,23758000000,3000000,1350000000,-52000000,-52000000,6791000000,6791000000,NA,NA,NA,5490000000,3595000000,580000000,"CMS","0.639667604763216"
